0.07249422, 0.11284424, 0.1184534, 0.08577137, 0.10971216, 0.00858475, 0.0754565, 0.00512126, 0.16257412, 0.10099084, 0.05395359, 0.0233049, 0.07073866
0.07361117, 0.18493026, 0.14868819, 0.06629695, 0.10785485, 0.00522654, 0.05320393, 0.00270272, 0.07846216, 0.14628065, 0.07618238, 0.01052978, 0.04603042 
0.04049517, 0.10789486, 0.0598243, 0.03667985, 0.24149896, 0.00360143, 0.12391195, 0.00299831, 0.16737215, 0.12065651, 0.05171836, 0.01082945, 0.03251869
0.03246771, 0.09897715, 0.09584461, 0.05196597, 0.15852832, 0.00305026, 0.2024233, 0.00286236, 0.14982909, 0.08743481,0.0832268, 0.00617865, 0.02721098
0.09278508, 0.03531385, 0.08609528, 0.02565151, 0.19399991, 0.00159255, 0.11617363, 0.0015905, 0.33994487, 0.05069943, 0.01360058, 0.01881438, 0.02373845
0.02376026, 0.2134844, 0.08254733, 0.02333428, 0.16232383, 0.00171923, 0.13158081, 0.0009952, 0.19777254, 0.05338309, 0.08129098, 0.006601, 0.02120705
0.05728015, 0.18644547, 0.11698945, 0.01925255, 0.19087659, 0.00242246, 0.20407711, 0.00201508, 0.08326736, 0.05974734, 0.05160083, 0.00512947, 0.02089614
0.02024154, 0.10314376, 0.01279112, 0.01700747, 0.36505991, 0.00167019, 0.01500671, 0.00124839, 0.31942374, 0.04692602, 0.0775678, 0.00426603, 0.01564732
0.09022981, 0.09395634, 0.04754545, 0.01567121, 0.34298475, 0.00133469, 0.12195648, 0.00129832, 0.20016292, 0.01365839, 0.05069432, 0.00296545, 0.01754187
0.05304256,  0.13238249, 0.01413107, 0.01586024, 0.2941055, 0.00155629, 0.03684235, 0.00060741, 0.19961138, 0.17993361, 0.03216907, 0.01540502, 0.024353
