0.10978702, 0.1502349, 0.,  0.07005449, 0.03377431, 0.07462663, 0.07338433, 0.0083939, 0.16838902, 0.10708881, 0.11474008, 0.06848893, 0.02103758
0.13005868, 0.03187301, 0.,  0.09385312, 0.00740711, 0.05103744, 0.05321621, 0.00163933, 0.21401067, 0.07611415, 0.22546391, 0.09713794, 0.01818842
0.13421527, 0.01824993, 0.,  0.06069335, 0.00490031, 0.03238311, 0.06263387, 0.00093604, 0.1735667, 0.10166195, 0.26874316, 0.13091445, 0.01110188
0.09456091, 0.01451895, 0.,  0.04738831, 0.00604174, 0.05773087, 0.05602555, 0.00060354, 0.22688961, 0.10639291, 0.25149894, 0.12735415, 0.01099451
0.10442661, 0.01178374, 0.,  0.05792209, 0.00389624, 0.03534979, 0.0609465, 0.00063739, 0.25718091, 0.13224139, 0.20494536, 0.11750185, 0.01316812
0.1090141, 0.00894694, 0.,  0.04019648, 0.00351029, 0.04759006, 0.07029017, 0.0005948, 0.25002821, 0.15016748, 0.17793591, 0.12626693, 0.01545864
0.14052345, 0.01230616, 0.,  0.06054917, 0.00477047, 0.0461067, 0.07672311, 0.00101692, 0.219445, 0.14440854, 0.21208815, 0.07394422, 0.0081181
0.09424969, 0.01102028, 0.,  0.04777568, 0.00441961, 0.03107918, 0.1162159, 0.00132491, 0.27404717, 0.16248785, 0.1503854, 0.09462154, 0.0123728
0.07833797, 0.01351314, 0.,  0.03953535, 0.00451542, 0.05777554, 0.09128367, 0.00116911, 0.29085012, 0.11855372, 0.16426401, 0.12127127, 0.01893068
0.07190349, 0.01016453, 0.,  0.02879739, 0.00368495, 0.06338861, 0.10676605, 0.00104264, 0.27737893, 0.15052451, 0.16911277, 0.10422154, 0.01301459
0.11001446, 0.01185762, 0.,  0.036391, 0.00364541, 0.06494183, 0.08083419, 0.00108736, 0.25507279, 0.12991525, 0.16596489, 0.11978476, 0.02049045
0.11480878, 0.01422829, 0.,  0.02991125, 0.00560385, 0.04854484, 0.09490883, 0.00106058, 0.19734795, 0.11385552, 0.20582877, 0.15527084, 0.0186305
0.12104899, 0.01349703, 0.,  0.06577471, 0.0044342, 0.04803643, 0.08994717, 0.00102267, 0.24068599, 0.11609364, 0.15482288, 0.12818544, 0.01645084
0.12195084, 0.01242818, 0.,  0.05637723, 0.0046754, 0.04608475, 0.11639896, 0.00104134, 0.23406746, 0.1043207, 0.1914231, 0.09528135, 0.01595068
0.13536669, 0.01182748, 0.,  0.06212668, 0.00538638, 0.06013154, 0.09484244, 0.00103467, 0.23017643, 0.12978432, 0.15214677, 0.10753582, 0.00964078
